-0.32626, 0.00084
-0.28462, -0.00067
-0.24298, -0.00295
-0.20134, -0.00065
-0.15970, -0.00140
-0.11806, -0.00216
-0.07642, -0.00215
-0.03478, -0.00366
-0.01396, 0.00397
0.01033, 0.04670
0.00686, 0.03907
0.00686, 0.03296
0.00686, 0.02686
0.00686, 0.02152
0.00686, 0.01542
-0.00355, 0.01008
0.03115, 0.08637
0.02768, 0.07874
0.01727, 0.07416
0.01727, 0.06805
0.01727, 0.06195
0.01727, 0.05585
0.05197, 0.11383
0.04850, 0.10620
0.03809, 0.10162
0.03809, 0.09552
0.06932, 0.13062
0.05891, 0.12299
0.09361, 0.15656
0.07973, 0.15045
0.07973, 0.14435
0.09014, 0.13672
0.10055, 0.17792
0.10055, 0.17181
0.10055, 0.16571
0.10055, 0.13062
0.13178, 0.19699
0.12137, 0.19013
0.12137, 0.18402
0.15260, 0.22293
0.14219, 0.21454
0.14219, 0.20844
0.14219, 0.20234
0.16301, 0.23590
0.16301, 0.22980
0.19424, 0.24125
0.21506, 0.24965
0.23588, 0.25804
0.25670, 0.26339
0.28099, 0.25729
0.26711, 0.25271
0.28793, 0.24814
0.30875, 0.26645
0.31916, 0.26112
0.30875, 0.25577
0.36080, 0.26341
0.40244, 0.26648
0.42326, 0.25885
0.46490, 0.25276
0.50654, 0.25201
0.54818, 0.25583
0.57941, 0.25279
0.60023, 0.24822
0.62105, 0.24212
0.63146, 0.23678
0.66269, 0.23298
0.69392, 0.22765
0.73556, 0.23605
0.72515, 0.23147
0.76679, 0.22995
0.77720, 0.22462
0.79802, 0.21776
0.81884, 0.21471
0.86048, 0.21701
0.89171, 0.21625
0.92294, 0.21016
0.94376, 0.20406
0.98539, 0.20331
1.02703, 0.20180
1.06867, 0.20333
1.08949, 0.19723
1.11031, 0.18885
1.13113, 0.18123
1.17277, 0.17666
1.21441, 0.17972
1.24564, 0.17515
1.25605, 0.16982
1.29769, 0.17059
1.28728, 0.16448
1.30810, 0.17822
1.32892, 0.17212
1.32892, 0.16602
1.33933, 0.16145
1.38097, 0.16069
1.41220, 0.15994
1.41220, 0.15536
1.44343, 0.14927
1.48854, 0.14216
1.51630, 0.14776
1.52671, 0.14242
1.54753, 0.13633
1.58917, 0.13252
1.62040, 0.12948
1.63081, 0.12185
1.67245, 0.12263
1.70368, 0.12340
1.71409, 0.11577
1.73491, 0.10663
1.74532, 0.10053
1.77655, 0.11198
1.76614, 0.10663
1.79737, 0.12342
1.79737, 0.11732
1.82860, 0.11428
1.82860, 0.10817
1.85983, 0.10208
1.90147, 0.10056
1.92229, 0.09599
1.94311, 0.10363
1.97434, 0.10516
1.98475, 0.09906
1.99516, 0.09296
2.00557, 0.08534
2.04721, 0.08229
2.08885, 0.09146
2.07844, 0.08688
2.12008, 0.08842
2.15131, 0.08232
2.16172, 0.07470
2.19295, 0.06860
2.23459, 0.08158
2.22418, 0.07471
2.25541, 0.08769
2.28664, 0.08693
2.29705, 0.08159
2.31787, 0.07473
2.35951, 0.07017
2.39074, 0.07323
2.42197, 0.07934
2.46361, 0.07706
2.50525, 0.07326
2.54689, 0.06716
2.58853, 0.06336
2.63017, 0.05803
2.67181, 0.05728
2.69263, 0.06262
2.71345, 0.05729
2.75509, 0.05730
2.74468, 0.05196
2.77591, 0.06264
2.79673, 0.05731
2.82102, 0.05147
2.85919, 0.05656
2.88001, 0.05123
2.92512, 0.04488
2.96329, 0.04591
2.95288, 0.04286
2.97370, 0.03829
2.97370, 0.03371
2.99452, 0.04744
2.99452, 0.04287
2.99452, 0.00625

